aalScore,score
0.017820671679405212,-74.68533325195312
0.006218021951697268,-99.5879898071289
0.021801783705269126,-84.83102416992188
0.00933772108902318,-95.55377197265625
0.004766082404474058,-78.28321838378906
0.024652467235500124,-87.32962036132812
0.0013106225813923707,-65.62728881835938
0.007893526996633378,-105.02082824707031
0.004004870640229868,-111.68331909179688
0.01156347807961875,-67.62248229980469
0.012379765678498302,-67.2206802368164
0.008394446205458426,-124.16278076171875
0.008425191543908417,-87.96026611328125
0.004067582021833987,-91.5421371459961
0.002949930671425822,-87.86021423339844
0.010583869071932012,-67.7120132446289
0.0018968518546269174,-60.81690979003906
0.007802131437858389,-101.75250244140625
0.0033725139347786847,-59.10273742675781
0.020776761805167885,-91.67745971679688
0.01135830226092889,-82.53392028808594
0.006327521192420965,-105.27439880371094
0.011140744483515937,-104.59375
0.016348605292487956,-99.43659973144531
0.006984041916607404,-81.91565704345703
0.0035301808145097972,-107.96669006347656
0.007973916413617296,-79.22284698486328
0.003486534817236195,-68.516845703125
0.0033522687888567293,-93.99887084960938
0.007203879866539353,-151.16285705566406
0.010600195562937094,-80.32392883300781
0.006589093733531563,-105.42527770996094
0.01158262238833359,-59.13835144042969
0.014912694919966768,-89.06455993652344
0.010610521705900752,-122.60183715820312
0.007598615520613826,-96.8676528930664
0.028144812838422167,-53.05409240722656
0.005615710653804907,-91.12213134765625
0.018672978634677054,-91.3123779296875
0.014051939184187644,-63.856475830078125
0.0048288660395221,-76.21177673339844
0.007880291985958961,-66.19306182861328
0.009409429596799955,-86.42295837402344
0.005606948720465162,-59.13856506347656
0.007055539843618272,-116.64547729492188
0.006795642365765815,-89.27239990234375
0.006757850127243349,-47.32777404785156
0.013325900362714523,-105.61680603027344
0.006794568715239072,-75.57708740234375
0.004552916849233834,-113.12753295898438
0.007407025961332315,-69.75323486328125
0.0031193212282465558,-103.37410736083984
0.02032109448024196,-79.78449249267578
0.009396061423848035,-81.27178955078125
0.0035079720814391413,-78.01117706298828
0.00471074835368204,-106.0390625
0.015724241508492255,-62.979331970214844
0.01786443772764672,-89.15843200683594
0.004926219678452921,-62.11860656738281
0.010316663277062555,-120.91055297851562
0.0022732056479546005,-122.82138061523438
0.004584291972654749,-83.08598327636719
0.012840572892003766,-78.28736114501953
0.006971970655686419,-85.28421020507812
0.005342701373577645,-115.01823425292969
0.01795184884187261,-71.59402465820312
0.008681217929038528,-64.05110168457031
0.00619871072677024,-53.12579345703125
0.006348774371298194,-76.85958862304688
0.0021953683365979466,-92.81766510009766
0.00864725633571323,-89.5494155883789
0.011302647019644741,-79.6252670288086
0.0032439534947411937,-106.42082977294922
0.0032228957659157036,-71.47090148925781
0.010876195840465572,-60.962493896484375
0.014405059397898417,-110.18032836914062
0.010110559991271266,-110.44737243652344
0.00596273372226011,-76.85032653808594
0.02006586600109298,-73.97090148925781
0.004529649213893731,-78.7564697265625
0.011995366965263552,-56.275634765625
0.007921705065395985,-77.78462219238281
0.013651225409326133,-96.45492553710938
0.004632219966125254,-92.04800415039062
0.0034706134889460213,-89.68644714355469
0.011876362139754314,-82.09269714355469
0.0034746237552398273,-157.18035888671875
0.0055494676682341535,-68.18338012695312
0.014134704432465992,-85.42330932617188
0.004677461557867027,-97.37675476074219
0.0028388565787953774,-110.90188598632812
0.008305787168389315,-80.21231079101562
0.0047026017175454795,-119.76100158691406
0.006044000005967489,-70.10491180419922
0.015268241999428944,-71.5191650390625
